gene_id	gene_symbol	synonyms	ensembl_gene_id 	uniprot	hg19_chromosome
275	AMT	GCE|GCST|GCVT|NKH	ENSG00000145020	P48728	chr3
55066	PDPR	PDP3	ENSG00000090857	Q8NCN5	chr16
57486	NLN	AGTBP|EP24.16|MEP|MOP	ENSG00000123213	Q9BYT8	chr5
51027	BOLA1	CGI-143	ENSG00000178096	Q9Y3E2	chr1
212	ALAS2	ALAS-E|ALASE|ANH1|ASB|SIDBA1|XLDPP|XLEPP|XLSA	ENSG00000158578	P22557	chrX
134266	GRPEL2	Mt-GrpE#2	ENSG00000164284	Q8TAA5	chr5
501	ALDH7A1	ATQ1|EPD|PDE	ENSG00000164904	P49419	chr5
27440	HDHD5	CECR5	ENSG00000069998	Q9BXW7	chr22
2671	GFER	ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS|MMCHD|MPMCD	ENSG00000127554	P55789	chr16
83943	IMMP2L	IMMP2L-IT1|IMP2|IMP2-LIKE	ENSG00000184903	Q96T52	chr7
84701	COX4I2	COX4|COX4-2|COX4B|COX4L2|COXIV-2|dJ857M17.2	ENSG00000131055	Q96KJ9	chr20
54148	MRPL39	C21orf92|L39mt|L5mt|MRP-L5|MRPL5|MSTP003|PRED22|PRED66|RPML5	ENSG00000154719	Q9NYK5	chr21
51166	AADAT	KAT2|KATII|KYAT2	ENSG00000109576	Q8N5Z0	chr4
65991	FUNDC2	DC44|HCBP6|HCC3|PD03104	ENSG00000165775	Q9BWH2	chrX
10434	LYPLA1	APT-1|APT1|LPL-I|LPL1|hAPT1	ENSG00000120992	O75608	chr8
5161	PDHA2	PDHAL	ENSG00000163114	P29803	chr4
54516	MTRF1L	HMRF1L|MRF1L|mtRF1a	ENSG00000112031	Q9UGC7	chr6
84705	GTPBP3	COXPD23|GTPBG3|MSS1|MTGP1|THDF1	ENSG00000130299	Q969Y2	chr19
441024	MTHFD2L	-	ENSG00000163738	Q9H903	chr4
10730	YME1L1	FTSH|MEG4|OPA11|PAMP|YME1L	ENSG00000136758	Q96TA2	chr10
10965	ACOT2	CTE-IA|CTE1A|MTE1|PTE2|PTE2A|ZAP128	ENSG00000119673	P49753	chr14
84334	COA8	APOP|APOP1|APOPT1|C14orf153	ENSG00000256053	Q96IL0	chr14
326625	MMAB	ATR|CFAP23|cblB|cob	ENSG00000139428	Q96EY8	chr12
5498	PPOX	PPO|V290M|VP	ENSG00000143224	P50336	chr1
5825	ABCD3	ABC43|CBAS5|PMP70|PXMP1|ZWS2	ENSG00000117528	P28288	chr1
23410	SIRT3	SIR2L3	ENSG00000142082	Q9NTG7	chr11
197257	LDHD	DLACD|DLD	ENSG00000166816	Q86WU2	chr16
84311	MRPL45	L45mt|MRP-L45	ENSG00000277936|ENSG00000278845	B4DEF8	chr17
91574	C12orf65	COXPD7|SPG55	ENSG00000130921	Q9H3J6	chr12
196294	IMMP1L	IMMP1|IMP1|IMP1-LIKE	ENSG00000148950	Q96LU5	chr11
5428	POLG	MDP1|MIRAS|MTDPS4A|MTDPS4B|PEO|POLG1|POLGA|SANDO|SCAE	ENSG00000140521	P54098	chr15
64756	ATPAF1	ATP11|ATP11p	ENSG00000123472	Q5TC12	chr1
2647	BLOC1S1	BLOS1|BORCS1|GCN5L1|MICoA|RT14	ENSG00000135441	P78537	chr12
160428	ALDH1L2	mtFDH	ENSG00000136010	Q3SY69	chr12
285521	COX18	COX18HS	ENSG00000163626	Q8N8Q8	chr4
1371	CPOX	COX|CPO|CPX|HARPO|HCP	ENSG00000080819	P36551	chr3
23530	NNT	GCCD4	ENSG00000112992	Q13423	chr5
284184	NDUFAF8	C17orf89|MC1DN34	ENSG00000224877	A1L188	chr17
91419	ATP23	KUB3|XRCC6BP1	ENSG00000166896|ENSG00000262145	Q9Y6H3	chr12
79877	DCAKD	-	ENSG00000172992	Q8WVC6	chr17
9551	ATP5MF	ATP5J2|ATP5JL	ENSG00000241468	P56134	chr7
81855	SFXN3	BA108L7.2|SFX3|SLC56A3	ENSG00000107819	Q9BWM7	chr10
10157	AASS	LKR/SDH|LKRSDH|LORSDH	ENSG00000008311	Q9UDR5	chr7
56616	DIABLO	DFNA64|SMAC	ENSG00000184047	Q9NR28	chr12
341947	COX8C	COX8-3	ENSG00000187581|ENSG00000277018	Q7Z4L0	chr14
5827	PXMP2	MPV17L3|PMP22	ENSG00000176894	Q9NR77	chr12
64902	AGXT2	AGT2|BAIBA|DAIBAT	ENSG00000113492	Q9BYV1	chr5
27165	GLS2	GA|GLS|LGA|hLGA	ENSG00000135423	Q9UI32	chr12
79135	APOO	FAM121B|MIC26|MICOS26|Mic23|My025	ENSG00000184831	Q9BUR5	chrX
84129	ACAD11	ACAD-11	ENSG00000240303	Q709F0	chr3
401207	C5orf63	YDR286C	ENSG00000164241	A6NC05	chr5
112817	HOGA1	C10orf65|DHDPS2|DHDPSL|HP3|NPL2	ENSG00000241935	Q86XE5	chr10
54902	TTC19	2010204O13Rik|MC3DN2	ENSG00000011295	Q6DKK2	chr17
51335	NGRN	DSC92	ENSG00000182768	Q9NPE2	chr15
285343	TCAIM	C3orf23|TOAG-1|TOAG1	ENSG00000179152	Q8N3R3	chr3
2653	GCSH	GCE|NKH	ENSG00000140905	P23434	chr16
23408	SIRT5	SIR2L5	ENSG00000124523	Q9NXA8	chr6
84706	GPT2	ALT2|GPT 2|MRT49	ENSG00000166123	Q8TD30	chr16
100188893	TOMM6	OBTP|TOM6	ENSG00000214736	Q96B49	chr6
26355	FAM162A	C3orf28|E2IG5|HGTD-P	ENSG00000114023	Q96A26	chr3
10058	ABCB6	ABC|LAN|MTABC3|PRP|umat	ENSG00000115657	Q9NP58	chr2
28992	MACROD1	LRP16	ENSG00000133315	Q9BQ69	chr11
7263	TST	RDS	ENSG00000128311	Q16762	chr22
4512	MT-CO1	COI|MTCO1	ENSG00000198804	P00395	chrM
56181	MTFR1L	FAM54B|HYST1888|MST116|MSTP116	ENSG00000117640	Q9H019	chr1
56948	SDR39U1	C14orf124|HCDI	ENSG00000100445	Q9NRG7	chr14
29958	DMGDH	DMGDHD|ME2GLYDH	ENSG00000132837	Q9UI17	chr5
9016	SLC25A14	BMCP1|UCP5	ENSG00000102078	O95258	chrX
10650	PRELID3A	C18orf43|HFL-EDDG1|SLMO1	ENSG00000141391	Q96N28	chr18
84269	CHCHD5	C2orf9|CHTM1|MIC14|MIX14	ENSG00000125611	Q9BSY4	chr2
9868	TOMM70	TOMM70A|Tom70	ENSG00000154174	O94826	chr3
4817	NIT1	-	ENSG00000158793	Q86X76	chr1
81889	FAHD1	C16orf36|YISKL	ENSG00000180185	Q6P587	chr16
90550	MCU	C10orf42|CCDC109A|HsMCU	ENSG00000156026	Q8NE86	chr10
1593	CYP27A1	CP27|CTX|CYP27	ENSG00000135929	Q02318	chr2
4536	MT-ND2	MTND2	ENSG00000198763	P03891	chrM
4538	MT-ND4	MTND4	ENSG00000198886	P03905	chrM
4540	MT-ND5	MTND5	ENSG00000198786	P03915	chrM
9812	DELE1	DELE|DELE1(L)|KIAA0141	ENSG00000081791	Q14154	chr5
79675	FASTKD1	-	ENSG00000138399	Q53R41	chr2
10240	MRPS31	IMOGN38|MRP-S31|S31mt	ENSG00000102738	Q92665	chr13
10840	ALDH1L1	10-FTHFDH|10-fTHF|FDH|FTHFD	ENSG00000144908	O75891	chr3
26024	PTCD1	-	ENSG00000106246	O75127	chr7
3032	HADHB	ECHB|MSTP029|MTPB|TP-BETA	ENSG00000138029	P55084	chr2
54802	TRIT1	COXPD35|GRO1|IPPT|IPT|IPTase|MOD5|hGRO1	ENSG00000043514	Q9H3H1	chr1
54675	CRLS1	C20orf155|CLS|CLS1|GCD10|dJ967N21.6	ENSG00000088766	Q9UJA2	chr20
132158	GLYCTK	HBEBP2|HBEBP4|HBeAgBP4A	ENSG00000168237	Q8IVS8	chr3
81034	SLC25A32	MFT|MFTC|RREI	ENSG00000164933	Q9H2D1	chr8
57505	AARS2	AARSL|COXPD8|LKENP|MT-ALARS|MTALARS	ENSG00000124608	Q5JTZ9	chr6
9941	EXOG	ENDOGL1|ENDOGL2|ENGL|ENGL-a|ENGL-b|ENGLA|ENGLB	ENSG00000157036	Q9Y2C4	chr3
51142	CHCHD2	C7orf17|MIX17B|MNRR1|NS2TP|PARK22	ENSG00000106153	Q9Y6H1	chr7
8564	KMO	dJ317G22.1	ENSG00000117009	O15229	chr1
94097	SFXN5	BBG-TCC|SLC56A5	ENSG00000144040	Q8TD22	chr2
60528	ELAC2	COXPD17|ELC2|HPC2	ENSG00000006744	Q9BQ52	chr17
2876	GPX1	GPXD|GSHPX1	ENSG00000233276	P07203	chr3
1375	CPT1B	CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1	ENSG00000205560	Q92523	chr22
51024	FIS1	CGI-135|TTC11	ENSG00000214253	Q9Y3D6	chr7
27166	PRELID1	CGI-106|PRELI|PX19|SBBI12	ENSG00000169230	Q9Y255	chr5
7352	UCP3	SLC25A9	ENSG00000175564	P55916	chr11
9481	SLC25A27	UCP4	ENSG00000153291	O95847	chr6
55972	SLC25A40	MCFP	ENSG00000075303	Q8TBP6	chr7
79085	SLC25A23	APC2|MCSC2|SCaMC-3	ENSG00000125648	Q9BV35	chr19
51409	HEMK1	HEMK|MPRMC|MTQ1	ENSG00000114735	Q9Y5R4	chr3
55186	SLC25A36	PNC2	ENSG00000114120	Q96CQ1	chr3
115209	OMA1	2010001O09Rik|DAB1|MPRP-1|MPRP1|YKR087C|ZMPOMA1|peptidase	ENSG00000162600	Q96E52	chr1
137994	LETM2	SLC55A2	ENSG00000165046	Q2VYF4	chr8
115817	DHRS1	SDR19C1	ENSG00000157379|ENSG00000284868	Q96LJ7	chr14
2040	STOM	BND7|EPB7|EPB72	ENSG00000148175	P27105	chr9
29081	METTL5	HSPC133|MRT72	ENSG00000138382	Q9NRN9	chr2
4482	MSRA	PMSR	ENSG00000175806|ENSG00000285250	Q9UJ68	chr8
254552	NUDT8	-	ENSG00000167799	Q8WV74	chr11
349565	NMNAT3	FKSG76|PNAT-3|PNAT3	ENSG00000163864	Q96T66	chr3
54977	SLC25A38	SIDBA2	ENSG00000144659	Q96DW6	chr3
84769	MPV17L2	FKSG24	ENSG00000254858	Q567V2	chr19
47	ACLY	ACL|ATPCL|CLATP	ENSG00000131473	P53396	chr17
225	ABCD2	ABC39|ALDL1|ALDR|ALDRP|hALDR	ENSG00000173208	Q9UBJ2	chr12
80308	FLAD1	FAD1|FADS|LSMFLAD|PP591	ENSG00000160688	Q8NFF5	chr1
51601	LIPT1	LIPT1D	ENSG00000144182	Q9Y234	chr2
80017	DGLUCY	C14orf159	ENSG00000133943	Q7Z3D6	chr14
5106	PCK2	PEPCK|PEPCK-M|PEPCK2	ENSG00000100889|ENSG00000285241	Q16822	chr14
133686	NADK2	C5orf33|DECRD|MNADK|NADKD1	ENSG00000152620	Q4G0N4	chr5
4357	MPST	MST|TST2|TUM1	ENSG00000128309	P25325	chr22
25961	NUDT13	-	ENSG00000166321	Q86X67	chr10
31	ACACA	ACAC|ACACAD|ACC|ACC1|ACCA	ENSG00000275176|ENSG00000278540	Q13085	chr17
18	ABAT	GABA-AT|GABAT|NPD009	ENSG00000183044	P80404	chr16
3158	HMGCS2	-	ENSG00000134240	P54868	chr1
7915	ALDH5A1	SSADH|SSDH	ENSG00000112294	P51649	chr6
548596	CKMT1A	CKMT1|U-MtCK|mia-CK	ENSG00000223572	0	chr15
23761	PISD	DJ858B16|LIBF|PSD|PSDC|PSSC|dJ858B16.2	ENSG00000241878	Q9UG56	chr22
4710	NDUFB4	B15|CI-B15	ENSG00000065518	O95168	chr3
10975	UQCR11	0710008D09Rik|QCR10|UQCR	ENSG00000127540	O14957	chr19
84908	FAM136A	-	ENSG00000035141	Q96C01	chr2
401505	TOMM5	C9orf105|Tom5|bA613M10.3	ENSG00000175768	Q8N4H5	chr9
27429	HTRA2	MGCA8|OMI|PARK13|PRSS25	ENSG00000115317	O43464	chr2
4694	NDUFA1	CI-MWFE|MC1DN12|MWFE|ZNF183	ENSG00000125356	O15239	chrX
4519	MT-CYB	MTCYB	ENSG00000198727	P00156	chrM
2987	GUK1	GMK	ENSG00000143774	Q16774	chr1
728294	D2HGDH	D2HGD	ENSG00000180902	Q8N465	chr2
80207	OPA3	MGA3	ENSG00000125741	Q9H6K4	chr19
57016	AKR1B10	AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI	ENSG00000198074	O60218	chr7
5264	PHYH	LN1|LNAP1|PAHX|PHYH1|RD	ENSG00000107537	O14832	chr10
91942	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	ENSG00000164182	Q8N183	chr5
51295	ECSIT	SITPEC	ENSG00000130159	Q9BQ95	chr19
55486	PARL	PRO2207|PSARL|PSARL1|PSENIP2|RHBDS1	ENSG00000175193|ENSG00000283765	Q9H300	chr3
28977	MRPL42	HSPC204|L31MT|L42MT|MRP-L31|MRP-L42|MRP-S32|MRPL31|MRPS32|PTD007|RPML31|S32MT	ENSG00000198015	Q9Y6G3	chr12
3338	DNAJC4	DANJC4|HSPF2|MCG18	ENSG00000110011	Q9NNZ3	chr11
51025	PAM16	CGI-136|MAGMAS|SMDMDM|TIM16|TIMM16	ENSG00000217930|ENSG00000282228	Q9Y3D7	chr16
224	ALDH3A2	ALDH10|FALDH|SLS	ENSG00000072210	P51648	chr17
23305	ACSL6	ACS2|FACL6|LACS 6|LACS2|LACS5	ENSG00000164398	Q9UKU0	chr5
57380	MRS2	HPT|MRS2L	ENSG00000124532	Q9HD23	chr6
55347	ABHD10	-	ENSG00000144827	Q9NUJ1	chr3
135114	HINT3	HINT4	ENSG00000111911	Q9NQE9	chr6
11264	PXMP4	PMP24	ENSG00000101417	Q9Y6I8	chr20
64172	OSGEPL1	OSGEPL|Qri7	ENSG00000128694	Q9H4B0	chr2
318	NUDT2	APAH1	ENSG00000164978	P50583	chr9
80777	CYB5B	CYB5-M|CYPB5M|OMB5	ENSG00000103018	O43169	chr16
2926	GRSF1	-	ENSG00000132463	Q12849	chr4
28973	MRPS18B	C6orf14|HSPC183|HumanS18a|MRP-S18-2|MRPS18-2|PTD017|S18amt	ENSG00000203624|ENSG00000204568|ENSG00000223775|ENSG00000226111|ENSG00000227420|ENSG00000229861|ENSG00000233813	Q9Y676	chr6
84277	DNAJC30	WBSCR18	ENSG00000176410	Q96LL9	chr7
847	CAT	-	ENSG00000121691	P04040	chr11
1716	DGUOK	MTDPS3|NCPH|PEOB4|dGK	ENSG00000114956	Q16854	chr2
23597	ACOT9	ACATE2|CGI-16|MT-ACT48|MTACT48	ENSG00000123130	Q9Y305	chrX
84532	ACSS1	ACAS2L|ACECS1|AceCS2L	ENSG00000154930	Q9NUB1	chr20
55312	RFK	RIFK	ENSG00000135002	Q969G6	chr9
56910	STARD7	FAME2|GTT1	ENSG00000084090	Q9NQZ5	chr2
56994	CHPT1	CPT|CPT1	ENSG00000111666	Q8WUD6	chr12
4509	MT-ATP8	ATPase8|MTATP8	ENSG00000228253	P03928	chrM
51300	TIMMDC1	C3orf1|MC1DN31	ENSG00000113845	Q9NPL8	chr3
219938	SPATA19	CT132|SPAS1|spergen1	ENSG00000166118	Q7Z5L4	chr11
10553	HTATIP2	CC3|SDR44U1|TIP30	ENSG00000109854	Q9BUP3	chr11
8574	AKR7A2	AFAR|AFAR1|AFB1-AR1|AKR7	ENSG00000053371	O43488	chr1
1854	DUT	dUTPase	ENSG00000128951	P33316	chr15
4514	MT-CO3	COIII|MTCO3	ENSG00000198938	P00414	chrM
25979	DHRS7B	CGI-93|SDR32C1	ENSG00000109016	Q6IAN0	chr17
9617	MTRF1	MRF1|MTTRF1|RF1	ENSG00000120662	O75570	chr13
55260	TMEM143	-	ENSG00000161558	Q96AN5	chr19
56953	NT5M	dNT-2|dNT2|mdN	ENSG00000205309	Q9NPB1	chr17
55288	RHOT1	ARHT1|MIRO-1|MIRO1	ENSG00000126858	Q8IXI2	chr17
4833	NME4	NDPK-D|NM23H4|nm23-H4	ENSG00000103202	O00746	chr16
10588	MTHFS	HsT19268|NEDMEHM	ENSG00000136371	P49914	chr15
90580	TIMM29	C19orf52|TIM29	ENSG00000142444	Q9BSF4	chr19
55163	PNPO	HEL-S-302|PDXPO	ENSG00000108439	Q9NVS9	chr17
221154	MICU2	1110008L20Rik|EFHA1	ENSG00000165487	Q8IYU8	chr13
84105	PCBD2	DCOH2|DCOHM|PHS2	ENSG00000132570	Q9H0N5	chr5
55278	QRSL1	COXPD40|GatA	ENSG00000130348	Q9H0R6	chr6
57143	ADCK1	-	ENSG00000063761	Q86TW2	chr14
9588	PRDX6	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	ENSG00000117592	P30041	chr1
8508	NIPSNAP1	-	ENSG00000184117	Q9BPW8	chr22
2617	GARS1	CMT2D|DSMAV|GARS|GlyRS|HMN5|SMAD1	ENSG00000106105	P41250	chr7
123876	ACSM2A	A-923A4.1|ACSM2	ENSG00000183747	Q08AH3	chr16
84275	SLC25A33	BMSC-MCP|PNC1	ENSG00000171612	Q9BSK2	chr1
201229	LYRM9	C17orf108|HSD24	ENSG00000232859	A8MSI8	chr17
53917	RAB24	-	ENSG00000169228	Q969Q5	chr5
25973	PARS2	EIEE75|MT-PRORS|proRS	ENSG00000162396	Q7L3T8	chr1
122704	MRPL52	-	ENSG00000172590	Q86TS9	chr14
80324	PUS1	MLASA1	ENSG00000177192	Q9Y606	chr12
2806	GOT2	KAT4|KATIV|KYAT4|mitAAT	ENSG00000125166	P00505	chr16
55739	NAXD	CARKD|LP3298|PEBEL2	ENSG00000213995	Q8IW45	chr13
4537	MT-ND3	MTND3	ENSG00000198840	P03897	chrM
84680	ACCS	ACS|PHACS	ENSG00000110455	Q96QU6	chr11
51651	PTRH2	BIT1|CFAP37|CGI-147|IMNEPD|PTH|PTH 2|PTH2	ENSG00000141378	Q9Y3E5	chr17
9489	PGS1	-	ENSG00000087157	Q32NB8	chr17
55074	OXR1	CHEGDD|Nbla00307|TLDC3	ENSG00000164830	Q8N573	chr8
127018	LYPLAL1	Q96AV0	ENSG00000143353	Q5VWZ2	chr1
54943	DNAJC28	C21orf55|C21orf78	ENSG00000177692|ENSG00000262911	Q9NX36	chr21
2356	FPGS	-	ENSG00000136877	Q05932	chr9
374882	TMEM205	UNQ501	ENSG00000105518	Q6UW68	chr19
401612	SLC25A53	MCART6	ENSG00000269743	Q5H9E4	chrX
150209	AIFM3	AIFL	ENSG00000183773	Q96NN9	chr22
4257	MGST1	GST12|MGST|MGST-I	ENSG00000008394	P10620	chr12
51537	MTFP1	HSPC242|MTP18	ENSG00000242114	Q9UDX5	chr22
51287	COA4	CHCHD8|CMC3|E2IG2	ENSG00000181924	Q9NYJ1	chr11
60491	NIF3L1	ALS2CR1|CALS-7|MDS015	ENSG00000196290	Q9GZT8	chr2
126789	PUSL1	-	ENSG00000169972	Q8N0Z8	chr1
113675	SDSL	SDH 2|SDS-RS1|TDH|cSDH	ENSG00000139410	Q96GA7	chr12
581	BAX	BCL2L4	ENSG00000087088	Q07812	chr19
57506	MAVS	CARDIF|IPS-1|IPS1|VISA	ENSG00000088888	Q7Z434	chr20
64745	METTL17	METT11D1	ENSG00000165792	Q9H7H0	chr14
32	ACACB	ACC2|ACCB|HACC275	ENSG00000076555	O00763	chr12
384	ARG2	-	ENSG00000081181	P78540	chr14
55149	MTPAP	PAPD1|SPAX4|TENT6	ENSG00000107951	Q9NVV4	chr10
79714	CCDC51	MITOK	ENSG00000164051	Q96ER9	chr3
79783	SUGCT	C7orf10|DERP13|GA3|ORF19	ENSG00000175600	Q9HAC7	chr7
10059	DNM1L	DLP1|DRP1|DVLP|DYMPLE|EMPF|EMPF1|HDYNIV|OPA5	ENSG00000087470	O00429	chr12
4898	NRDC	NRD1|hNRD1|hNRD2	ENSG00000078618	O43847	chr1
55863	TMEM126B	HT007|MC1DN29	ENSG00000171204	Q8IUX1	chr11
387338	NSUN4	SHTAP	ENSG00000117481	Q96CB9	chr1
79611	ACSS3	-	ENSG00000111058	Q9H6R3	chr12
116151	FAM210B	5A3|C20orf108|dJ1167H4.1	ENSG00000124098	Q96KR6	chr20
79863	RBFA	C18orf22|HsT169	ENSG00000101546	Q8N0V3	chr18
254042	METAP1D	MAP 1D|MAP1D|MetAP 1D|Metap1l	ENSG00000172878	Q6UB28	chr2
10768	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	ENSG00000168710	O43865	chr1
25934	NIPSNAP3A	HSPC299|NIPSNAP4|TASSC	ENSG00000136783	Q9UFN0	chr9
64757	MTARC1	MARC1|MOSC1	ENSG00000186205	Q5VT66	chr1
139341	FUNDC1	-	ENSG00000069509	Q8IVP5	chrX
2180	ACSL1	ACS1|FACL1|FACL2|LACS|LACS1|LACS2	ENSG00000151726	P33121	chr4
116228	COX20	FAM36A	ENSG00000203667	Q5RI15	chr1
83693	HSDL1	SDR12C3	ENSG00000103160	Q3SXM5	chr16
874	CBR3	HEL-S-25|SDR21C2|hCBR3	ENSG00000159231	O75828	chr21
130916	MTERF4	MTERFD2	ENSG00000122085	Q7Z6M4	chr2
390916	NUDT19	RP2	ENSG00000213965	A8MXV4	chr19
50865	HEBP1	HBP|HEBP	ENSG00000013583	Q9NRV9	chr12
114971	PTPMT1	DUSP23|MOSP|PLIP|PNAS-129	ENSG00000110536|ENSG00000285206	Q8WUK0	chr11
192111	PGAM5	BXLBV68	ENSG00000247077	Q96HS1	chr12
1841	DTYMK	CDC8|PP3731|TMPK|TYMK	ENSG00000168393	P23919	chr2
3735	KARS1	CMTRIB|DFNB89|KARS|KARS2|KRS	ENSG00000065427	Q15046	chr16
6770	STAR	STARD1	ENSG00000147465	P49675	chr8
131118	DNAJC19	PAM18|TIM14|TIMM14	ENSG00000205981	Q96DA6	chr3
5009	OTC	OCTD	ENSG00000036473	P00480	chrX
9167	COX7A2L	COX7AR|COX7RP|EB1|SIG81	ENSG00000115944	O14548	chr2
51001	MTERF3	CGI-12|MTERFD1	ENSG00000156469	Q96E29	chr8
118980	SFXN2	SLC56A2	ENSG00000156398	Q96NB2	chr10
2194	FASN	FAS|OA-519|SDR27X1	ENSG00000169710	P49327	chr17
65018	PINK1	BRPK|PARK6	ENSG00000158828	Q9BXM7	chr1
80775	TMEM177	-	ENSG00000144120	Q53S58	chr2
7296	TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR	ENSG00000198431	Q16881	chr12
79896	THNSL1	TSH1	ENSG00000185875	Q8IYQ7	chr10
2224	FDPS	FPPS|FPS|POROK9	ENSG00000160752	P14324	chr1
3422	IDI1	IPP1|IPPI1	ENSG00000067064	Q13907	chr10
7156	TOP3A	MGRISCE2|PEOB5|TOP3|ZGRF7	ENSG00000177302|ENSG00000284238	Q13472	chr17
94033	FTMT	MTF	ENSG00000181867	Q8N4E7	chr5
92483	LDHAL6B	LDH6B|LDHAL6|LDHL	ENSG00000171989	Q9BYZ2	chr15
9650	MTFR1	CHPPR|FAM54A2	ENSG00000066855	Q15390	chr8
23786	BCL2L13	BCL-RAMBO|Bcl2-L-13|MIL1	ENSG00000099968	Q9BXK5	chr22
54931	TRMT10C	COXPD30|HNYA|MRPP1|RG9MTD1	ENSG00000174173	Q7L0Y3	chr3
11332	ACOT7	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	ENSG00000097021	O00154	chr1
51106	TFB1M	CGI-75|CGI75|mtTFB|mtTFB1	ENSG00000029639	Q8WVM0	chr6
381	ARF5	-	ENSG00000004059	P84085	chr7
55013	MCUB	CCDC109B	ENSG00000005059	Q9NWR8	chr4
56652	TWNK	ATXN8|C10orf2|IOSCA|MTDPS7|PEO|PEO1|PEOA3|PRLTS5|SANDO|SCA8|TWINL	ENSG00000107815	Q96RR1	chr10
27249	MMADHC	C2orf25|CL25022|cblD	ENSG00000168288	Q9H3L0	chr2
29920	PYCR2	HLD10|P5CR2	ENSG00000143811	Q96C36	chr1
100131187	TSTD1	KAT|TST	ENSG00000215845	Q8NFU3	chr1
57149	LYRM1	A211C6.1	ENSG00000102897	O43325	chr16
114876	OSBPL1A	ORP-1|ORP1|OSBPL1B	ENSG00000141447	Q9BXW6	chr18
9401	RECQL4	RECQ4	ENSG00000160957	O94761	chr8
100131801	PET100	C19orf79	ENSG00000229833	P0DJ07	chr19
54332	GDAP1	CMT4|CMT4A|CMTRIA	ENSG00000104381	Q8TB36	chr8
219402	MTIF3	IF3mt	ENSG00000122033	Q9H2K0	chr13
7374	UNG	DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2	ENSG00000076248	P13051	chr12
10249	GLYAT	ACGNAT|CAT|GAT	ENSG00000149124	Q6IB77	chr11
79763	ISOC2	-	ENSG00000063241	Q96AB3	chr19
516	ATP5MC1	ATP5A|ATP5G|ATP5G1	ENSG00000159199	P05496	chr17
5860	QDPR	DHPR|HDHPR|PKU2|SDR33C1	ENSG00000151552	P09417	chr4
79934	COQ8B	ADCK4|NPHS9	ENSG00000123815	Q96D53	chr19
85865	GTPBP10	ObgH2|UG0751c10	ENSG00000105793	A4D1E9	chr7
706	TSPO	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18	ENSG00000100300	P30536	chr22
2495	FTH1	FHC|FTH|FTHL6|HFE5|PIG15|PLIF	ENSG00000167996	P02794	chr11
55621	TRMT1	MRT68|TRM1	ENSG00000104907	Q9NXH9	chr19
90956	ADCK2	AARF	ENSG00000133597	Q7Z695	chr7
100130890	TSTD3	-	ENSG00000279170	H0UI37	chr6
92259	MRPS36	DC47|MRP-S36	ENSG00000134056|ENSG00000278461	P82909	chr5
57546	PDP2	PDPC 2|PPM2B|PPM2C2	ENSG00000172840	Q9P2J9	chr16
55326	AGPAT5	1AGPAT5|LPAATE	ENSG00000155189|ENSG00000284980	Q9NUQ2	chr8
84331	MCRIP2	C16orf14|FAM195A|c349E10.1	ENSG00000172366	Q9BUT9	chr16
7351	UCP2	BMIQ4|SLC25A8|UCPH	ENSG00000175567	P55851	chr11
51312	SLC25A37	HT015|MFRN|MFRN1|MSC|MSCP|PRO1278|PRO1584|PRO2217	ENSG00000147454	Q9NYZ2	chr8
81894	SLC25A28	MFRN2|MRS3/4|MRS4L|NPD016	ENSG00000155287	Q96A46	chr10
153328	SLC25A48	-	ENSG00000145832	Q6ZT89	chr5
203427	SLC25A43	-	ENSG00000077713	Q8WUT9	chrX
283600	SLC25A47	C14orf68|HDMCP|HMFN1655	ENSG00000140107	Q6Q0C1	chr14
284427	SLC25A41	APC4	ENSG00000181240	Q8N5S1	chr19
284723	SLC25A34	-	ENSG00000162461	Q6PIV7	chr1
2053	EPHX2	ABHD20|CEH|SEH	ENSG00000120915	P34913	chr8
11164	NUDT5	YSA1|YSA1H|YSAH1|hNUDT5	ENSG00000165609	Q9UKK9	chr10
10367	MICU1	CALC|CBARA1|EFHA3|MPXPS|ara CALC	ENSG00000107745	Q9BPX6	chr10
6647	SOD1	ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer	ENSG00000142168	P00441	chr21
253190	SERHL2	dJ222E13.1	ENSG00000183569	Q9H4I8	chr22
25915	NDUFAF3	2P1|C3orf60|E3-3|MC1DN18	ENSG00000178057	Q9BU61	chr3
388962	BOLA3	MMDS2	ENSG00000163170	Q53S33	chr2
132299	OCIAD2	-	ENSG00000145247	Q56VL3	chr4
55316	RSAD1	HemW	ENSG00000136444	Q9HA92	chr17
84303	CHCHD6	CHCM1|MICOS25|Mic25|PPP1R23	ENSG00000159685	Q9BRQ6	chr3
